"","taxa","myc"
"759","Croton_phebalioides","AM"
"760","Croton_stigmatosus","AM"
"761","Croton_stockeri","AM"
"762","Croton_capitis-york","AM"
"763","Croton_caudatus","AM"
"764","Croton_yanhuii","AM"
"765","Croton_crassifolius","AM"
"766","Croton_arnhemicus","AM"
"767","Croton_aridus","AM"
"768","Croton_minimus","AM"
"769","Croton_multicaulis","AM"
"770","Croton_robustus","AM"
"771","Croton_decalvatus","AM"
"772","Croton_poilanei","AM"
"773","Croton_kongkandanus","AM"
"774","Croton_roxburghii","AM"
"775","Croton_hutchinsonianus","AM"
"776","Croton_columnaris","AM"
"777","Croton_acutifolius","AM"
"778","Croton_stellatopilosus","AM"
"779","Croton_thorelii","AM"
"780","Croton_wallichii","AM"
"781","Croton_klotzschianus","AM"
"782","Croton_cascarilloides","AM"
"783","Croton_choristadenius","AM"
"784","Croton_consanguineus","AM"
"785","Croton_rarus","AM"
"786","Croton_microtiglium","AM"
"787","Croton_kerrii","AM"
"788","Croton_triacros","AM"
"789","Croton_densivestitus","AM"
"790","Croton_verreauxii","AM"
"791","Croton_brachypus","AM"
"792","Croton_tomentellus","AM"
"793","Croton_longipedicellatus","AM"
"794","Croton_confertus","AM"
"795","Croton_socotranus","AM"
"796","Croton_haumanianus","AM"
"797","Croton_megalocarpoides","AM"
"798","Croton_megalocarpus","AM"
"799","Croton_zambesicus","AM"
"800","Croton_gratissimus","AM"
"801","Croton_adenophorus","AM"
"802","Croton_crocodilorum","AM"
"803","Croton_farinosus","AM"
"804","Croton_cassinoides","AM"
"805","Croton_manampetsae","AM"
"806","Croton_grangerioides","AM"
"807","Croton_lepidotus","AM"
"808","Croton_bracteatus","AM"
"809","Croton_daphniphyllum","AM"
"810","Croton_louvelii","AM"
"811","Croton_noronhae","AM"
"812","Croton_jennyanus","AM"
"813","Croton_emeliae","AM"
"814","Croton_mongue","AM"
"815","Croton_goudotii","AM"
"816","Croton_pseudopulchellus","AM"
"817","Croton_bojerianus","AM"
"818","Croton_menyharthii","AM"
"819","Croton_kilwae","AM"
"820","Croton_dichogamus","AM"
"821","Croton_bastardi","AM"
"822","Croton_cotoneaster","AM"
"823","Croton_heteranthus","AM"
"824","Croton_multicostatus","AM"
"825","Croton_trichotomus","AM"
"826","Croton_ikopae","AM"
"827","Croton_miarensis","AM"
"828","Croton_boiteaui","AM"
"829","Croton_nobilis","AM"
"830","Croton_scheffleri","AM"
"831","Croton_polytrichus","AM"
"832","Croton_chimboracensis","AM"
"833","Croton_emporiorum","AM"
"834","Croton_discolor","AM"
"835","Croton_cascarilla","AM"
"836","Croton_wilsonii","AM"
"837","Croton_impressus","AM"
"838","Croton_flavens","AM"
"839","Croton_monogynus","AM"
"840","Croton_linearis","AM"
"841","Croton_craspedotrichus","AM"
"842","Croton_nephrophyllus","AM"
"843","Croton_viminalis","AM"
"844","Croton_bonplandianus","AM"
"845","Croton_curiosus","AM"
"846","Croton_scouleri","AM"
"847","Croton_alnifolius","AM"
"848","Croton_chilensis","AM"
"849","Croton_ruizianus","AM"
"850","Croton_xalapensis","AM"
"851","Croton_thurifer","AM"
"852","Croton_stenosepalus","AM"
"853","Croton_adipatus","AM"
"854","Croton_pungens","AM"
"855","Croton_abutiloides","AM"
"856","Croton_aequatoris","AM"
"857","Croton_saltensis","AM"
"858","Croton_sarcopetalus","AM"
"859","Croton_soratensis","AM"
"860","Croton_abutilifolius","AM"
"861","Croton_gracilipes","AM"
"862","Croton_menthodorus","AM"
"863","Croton_peltoideus","AM"
"864","Croton_elegans","AM"
"865","Croton_leptostachyus","AM"
"866","Croton_peraeruginosus","AM"
"867","Croton_chichenensis","AM"
"868","Croton_soliman","AM"
"869","Croton_pulcher","AM"
"870","Croton_ciliatoglandulifer","AM"
"871","Croton_adenophyllus","AM"
"872","Croton_humilis","AM"
"873","Croton_fruticulosus","AM"
"874","Croton_suberosus","AM"
"875","Croton_ehrenbergii","AM"
"876","Croton_hypoleucus","AM"
"877","Croton_adspersus","AM"
"878","Croton_payaquensis","AM"
"879","Croton_heterochrous","AM"
"880","Croton_ynesae","AM"
"881","Croton_michaelii","AM"
"882","Croton_sonorae","AM"
"883","Croton_caboensis","AM"
"884","Croton_roxanae","AM"
"885","Croton_virletianus","AM"
"886","Croton_torreyanus","AM"
"887","Croton_yecorensis","AM"
"888","Croton_suaveolens","AM"
"889","Croton_websteri","AM"
"890","Croton_stipulaceus","AM"
"891","Croton_disjunctus","AM"
"892","Croton_sancti-lazari","AM"
"893","Croton_magdalenae","AM"
"894","Croton_lasiopetaloides","AM"
"895","Croton_limnocharis","AM"
"896","Croton_francoanus","AM"
"897","Croton_suyapensis","AM"
"898","Croton_vitifolius","AM"
"899","Croton_conduplicatus","AM"
"900","Croton_laceratoglandulosus","AM"
"901","Croton_echioides","AM"
"902","Croton_purdiei","AM"
"903","Croton_huberi","AM"
"904","Croton_rimbachii","AM"
"905","Croton_coriaceus","AM"
"906","Croton_jimenezii","AM"
"907","Croton_piluliferus","AM"
"908","Croton_perspeciosus","AM"
"909","Croton_urucurana","AM"
"910","Croton_lechleri","AM"
"911","Croton_macrobothrys","AM"
"912","Croton_echinocarpus","AM"
"913","Croton_medusae","AM"
"914","Croton_alchorneicarpus","AM"
"915","Croton_celtidifolius","AM"
"916","Croton_lagoensis","AM"
"917","Croton_magdalenensis","AM"
"918","Croton_floccosus","AM"
"919","Croton_speciosus","AM"
"920","Croton_hibiscifolius","AM"
"921","Croton_draco","AM"
"922","Croton_redolens","AM"
"923","Croton_gossypiifolius","AM"
"924","Croton_olivaceus","AM"
"925","Croton_sapiifolius","AM"
"926","Croton_sampatik","AM"
"927","Croton_ater","AM"
"928","Croton_piptocalyx","AM"
"929","Croton_pachypodus","AM"
"930","Croton_megistocarpus","AM"
"931","Croton_maestrensis","AM"
"932","Glycydendron_amazonicum","AM"
"933","Ditrysinia_fruticosa","AM"
"934","Ditta_myricoides","AM"
"935","Tetrorchidium_gabonense","AM"
"936","Tetrorchidium_rubrivenium","AM"
"937","Endospermum_moluccanum","AM"
"938","Endospermum_chinense","AM"
"939","Klaineanthus_gabonii","AM"
"940","Adenocline_violifolia","AM"
"941","Adenocline_acuta","AM"
"942","Suregada_africana","AM"
"943","Suregada_aequorea","AM"
"944","Suregada_glomerulata","AM"
"945","Suregada_eucleoides","AM"
"946","Suregada_boiviniana","AM"
"947","Nealchornea_yapurensis","AM"
"948","Plagiostyles_africana","AM"
"949","Pimelodendron_zoanthogyne","AM"
"950","Pimelodendron_griffithianum","AM"
"951","Dichostemma_glaucescens","AM"
"952","Anthostema_madagascariense","AM"
"953","Anthostema_senegalense","AM"
"954","Euphorbia_lagascae","AM"
"955","Euphorbia_phymatosperma","AM"
"956","Euphorbia_lathyris","AM"
"957","Euphorbia_wallichii","AM"
"958","Euphorbia_stracheyi","AM"
"959","Euphorbia_himalayensis","AM"
"960","Euphorbia_rapulum","AM"
"961","Euphorbia_ferganensis","AM"
"962","Euphorbia_yaroslavii","AM"
"963","Euphorbia_lipskyi","AM"
"964","Euphorbia_isatidifolia","AM"
"965","Euphorbia_rupestris","AM"
"966","Euphorbia_ebracteolata","AM"
"967","Euphorbia_komaroviana","AM"
"968","Euphorbia_sarawschanica","AM"
"969","Euphorbia_eriophora","AM"
"970","Euphorbia_fistulosa","AM"
"971","Euphorbia_arguta","AM"
"972","Euphorbia_rhabdotosperma","AM"
"973","Euphorbia_helioscopia","AM"
"974","Euphorbia_pterococca","AM"
"975","Euphorbia_nereidum","AM"
"976","Euphorbia_uliginosa","AM"
"977","Euphorbia_polygalifolia","AM"
"978","Euphorbia_hirsuta","AM"
"979","Euphorbia_akenocarpa","AM"
"980","Euphorbia_haussknechtii","AM"
"981","Euphorbia_microsphaera","AM"
"982","Euphorbia_stricta","AM"
"983","Euphorbia_platyphyllos","AM"
"984","Euphorbia_valerianifolia","AM"
"985","Euphorbia_transoxana","AM"
"986","Euphorbia_oblongata","AM"
"987","Euphorbia_texana","AM"
"988","Euphorbia_spathulata","AM"
"989","Euphorbia_alta","AM"
"990","Euphorbia_alatavica","AM"
"991","Euphorbia_eugeniae","AM"
"992","Euphorbia_dulcis","AM"
"993","Euphorbia_angulata","AM"
"994","Euphorbia_stygiana_subsp._santamariae","AM"
"995","Euphorbia_mellifera","AM"
"996","Euphorbia_stygiana_subsp._stygiana","AM"
"997","Euphorbia_stygiana","AM"
"998","Euphorbia_talastavica","AM"
"999","Euphorbia_pachyrrhiza","AM"
"1000","Euphorbia_subamplexicaulis","AM"
"1001","Euphorbia_buchtormensis","AM"
"1002","Euphorbia_valdevillosocarpa","AM"
"1003","Euphorbia_palustris","AM"
"1004","Euphorbia_illirica","AM"
"1005","Euphorbia_semivillosa","AM"
"1006","Euphorbia_sojakii","AM"
"1007","Euphorbia_austriaca","AM"
"1008","Euphorbia_carpatica","AM"
"1009","Euphorbia_procera","AM"
"1010","Euphorbia_aristata","AM"
"1011","Euphorbia_lamprocarpa","AM"
"1012","Euphorbia_epithymoides","AM"
"1013","Euphorbia_pilosa","AM"
"1014","Euphorbia_alpina","AM"
"1015","Euphorbia_orientalis","AM"
"1016","Euphorbia_fauriei","AM"
"1017","Euphorbia_adenochlora","AM"
"1018","Euphorbia_jolkinii","AM"
"1019","Euphorbia_sp._JAP-2013","AM"
"1020","Euphorbia_squamosa","AM"
"1021","Euphorbia_fragifera","AM"
"1022","Euphorbia_corallioides","AM"
"1023","Euphorbia_gregersenii","AM"
"1024","Euphorbia_polychroma","AM"
"1025","Euphorbia_hyberna","AM"
"1026","Euphorbia_pyrenaica","AM"
"1027","Euphorbia_micractina","AM"
"1028","Euphorbia_pekinensis","AM"
"1029","Euphorbia_depauperata","AM"
"1030","Euphorbia_dumalis","AM"
"1031","Euphorbia_purpurea","AM"
"1032","Euphorbia_macrocarpa","AM"
"1033","Euphorbia_velenovskyi","AM"
"1034","Euphorbia_capitulata","AM"
"1035","Euphorbia_glabriflora","AM"
"1036","Euphorbia_spinosa","AM"
"1037","Euphorbia_lemesiana","AM"
"1038","Euphorbia_sultan-hassei","AM"
"1039","Euphorbia_hierosolymitana","AM"
"1040","Euphorbia_acanthothamnos","AM"
"1041","Euphorbia_bivonae","AM"
"1042","Euphorbia_squamigera","AM"
"1043","Euphorbia_paniculata_subsp._paniculata","AM"
"1044","Euphorbia_paniculata","AM"
"1045","Euphorbia_clementei","AM"
"1046","Euphorbia_ceratocarpa","AM"
"1047","Euphorbia_paniculata_subsp._monchiquensis","AM"
"1048","Euphorbia_montenegrina","AM"
"1049","Euphorbia_flavicoma","AM"
"1050","Euphorbia_verrucosa","AM"
"1051","Euphorbia_altaica","AM"
"1052","Euphorbia_carniolica","AM"
"1053","Euphorbia_grisophylla","AM"
"1054","Euphorbia_apios","AM"
"1055","Euphorbia_dimorphocaulon","AM"
"1056","Euphorbia_condylocarpa","AM"
"1057","Euphorbia_coniosperma","AM"
"1058","Euphorbia_craspedia","AM"
"1059","Euphorbia_myrsinites","AM"
"1060","Euphorbia_veneris","AM"
"1061","Euphorbia_rigida","AM"
"1062","Euphorbia_monostyla","AM"
"1063","Euphorbia_marschalliana","AM"
"1064","Euphorbia_fontqueriana","AM"
"1065","Euphorbia_oxyphylla","AM"
"1066","Euphorbia_pithyusa","AM"
"1067","Euphorbia_gaillardotii","AM"
"1068","Euphorbia_cassia","AM"
"1069","Euphorbia_humilis","AM"
"1070","Euphorbia_saxatilis","AM"
"1071","Euphorbia_triflora","AM"
"1072","Euphorbia_kerneri","AM"
"1073","Euphorbia_niciciana","AM"
"1074","Euphorbia_hercegovina","AM"
"1075","Euphorbia_nicaeensis","AM"
"1076","Euphorbia_petrophila","AM"
"1077","Euphorbia_glareosa","AM"
"1078","Euphorbia_stepposa","AM"
"1079","Euphorbia_pannonica","AM"
"1080","Euphorbia_seguieriana","AM"
"1081","Euphorbia_cheiradenia","AM"
"1082","Euphorbia_acanthodes","AM"
"1083","Euphorbia_kopetdaghi","AM"
"1084","Euphorbia_polycaulis","AM"
"1085","Euphorbia_matritensis","AM"
"1086","Euphorbia_transtagana","AM"
"1087","Euphorbia_minuta","AM"
"1088","Euphorbia_microsciadia","AM"
"1089","Euphorbia_sahendi","AM"
"1090","Euphorbia_teheranica","AM"
"1091","Euphorbia_gypsicola","AM"
"1092","Euphorbia_prolifera","AM"
"1093","Euphorbia_plebeia","AM"
"1094","Euphorbia_spartiformis","AM"
"1095","Euphorbia_gedrosiaca","AM"
"1096","Euphorbia_falcata","AM"
"1097","Euphorbia_boetica","AM"
"1098","Euphorbia_maresii_subsp._balearica","AM"
"1099","Euphorbia_paralias","AM"
"1100","Euphorbia_segetalis","AM"
"1101","Euphorbia_portlandica","AM"
"1102","Euphorbia_azorica","AM"
"1103","Euphorbia_trichotoma","AM"
"1104","Euphorbia_deflexa","AM"
"1105","Euphorbia_peplus","AM"
"1106","Euphorbia_lurida","AM"
"1107","Euphorbia_chamaepeplus","AM"
"1108","Euphorbia_herniariifolia","AM"
"1109","Euphorbia_franchetii","AM"
"1110","Euphorbia_sulcata","AM"
"1111","Euphorbia_aulacosperma","AM"
"1112","Euphorbia_arvalis_subsp._arvalis","AM"
"1113","Euphorbia_arvalis_subsp._longistyla","AM"
"1114","Euphorbia_tshuiensis","AM"
"1115","Euphorbia_octoradiata","AM"
"1116","Euphorbia_lunulata","AM"
"1117","Euphorbia_variabilis","AM"
"1118","Euphorbia_sieboldiana","AM"
"1119","Euphorbia_nakaii","AM"
"1120","Euphorbia_uralensis","AM"
"1121","Euphorbia_nevadensis","AM"
"1122","Euphorbia_nevadensis_subsp._nevadensis","AM"
"1123","Euphorbia_nevadensis_subsp._bolosii","AM"
"1124","Euphorbia_cyparissias","AM"
"1125","Euphorbia_subtilis","AM"
"1126","Euphorbia_leptocaula","AM"
"1127","Euphorbia_borealis","AM"
"1128","Euphorbia_esula","AM"
"1129","Euphorbia_hebecarpa","AM"
"1130","Euphorbia_jaxartica","AM"
"1131","Euphorbia_microcarpa","AM"
"1132","Euphorbia_subcordata","AM"
"1133","Euphorbia_dubovikiae","AM"
"1134","Euphorbia_latifolia","AM"
"1135","Euphorbia_iberica","AM"
"1136","Euphorbia_discolor","AM"
"1137","Euphorbia_salicifolia","AM"
"1138","Euphorbia_lucida","AM"
"1139","Euphorbia_caesia","AM"
"1140","Euphorbia_cyrtophylla","AM"
"1141","Euphorbia_pancicii","AM"
"1142","Euphorbia_agraria","AM"
"1143","Euphorbia_virgata","AM"
"1144","Euphorbia_valliniana","AM"
"1145","Euphorbia_striata","AM"
"1146","Euphorbia_natalensis","AM"
"1147","Euphorbia_epicyparissias","AM"
"1148","Euphorbia_ericoides","AM"
"1149","Euphorbia_kraussiana","AM"
"1150","Euphorbia_muraltioides","AM"
"1151","Euphorbia_genistoides","AM"
"1152","Euphorbia_erythrina","AM"
"1153","Euphorbia_cyparissioides","AM"
"1154","Euphorbia_rothiana","AM"
"1155","Euphorbia_furcatifolia","AM"
"1156","Euphorbia_schimperiana","AM"
"1157","Euphorbia_glauca","AM"
"1158","Euphorbia_emirnensis","AM"
"1159","Euphorbia_buhsei","AM"
"1160","Euphorbia_osyridea","AM"
"1161","Euphorbia_szovitsii","AM"
"1162","Euphorbia_dracunculoides","AM"
"1163","Euphorbia_medicaginea","AM"
"1164","Euphorbia_dracunculoides_subsp._inconspicua","AM"
"1165","Euphorbia_rimarum","AM"
"1166","Euphorbia_exigua","AM"
"1167","Euphorbia_guyoniana","AM"
"1168","Euphorbia_dendroides","AM"
"1169","Euphorbia_terracina","AM"
"1170","Euphorbia_biumbellata","AM"
"1171","Euphorbia_briquetii","AM"
"1172","Euphorbia_megalatlantica","AM"
"1173","Euphorbia_tuckeyana","AM"
"1174","Euphorbia_atropurpurea","AM"
"1175","Euphorbia_lamarckii","AM"
"1176","Euphorbia_berthelotii","AM"
"1177","Euphorbia_regis-jubae","AM"
"1178","Euphorbia_pedroi","AM"
"1179","Euphorbia_anachoreta","AM"
"1180","Euphorbia_aphylla","AM"
"1181","Euphorbia_bourgaeana","AM"
"1182","Euphorbia_bravoana","AM"
"1183","Euphorbia_piscatoria","AM"
"1184","Euphorbia_calamiformis","AM"
"1185","Euphorbia_nubica","AM"
"1186","Euphorbia_lateriflora","AM"
"1187","Euphorbia_usambarica","AM"
"1188","Euphorbia_papilionum","AM"
"1189","Euphorbia_gossypina","AM"
"1190","Euphorbia_schimperi","AM"
"1191","Euphorbia_berotica","AM"
"1192","Euphorbia_orthoclada","AM"
"1193","Euphorbia_mauritanica","AM"
"1194","Euphorbia_stolonifera","AM"
"1195","Euphorbia_aucheri","AM"
"1196","Euphorbia_deltobracteata","AM"
"1197","Euphorbia_densa","AM"
"1198","Euphorbia_kanaorica","AM"
"1199","Euphorbia_consanguinea","AM"
"1200","Euphorbia_turczaninowii","AM"
"1201","Euphorbia_aserbajdzhanica","AM"
"1202","Euphorbia_inderiensis","AM"
"1203","Euphorbia_densiusculiformis","AM"
"1204","Euphorbia_characias","AM"
"1205","Euphorbia_characias_subsp._wulfenii","AM"
"1206","Euphorbia_characias_subsp._characias","AM"
"1207","Euphorbia_amygdaloides","AM"
"1208","Euphorbia_oblongifolia","AM"
"1209","Euphorbia_macroceras","AM"
"1210","Euphorbia_erubescens","AM"
"1211","Euphorbia_retusa","AM"
"1212","Euphorbia_alaica","AM"
"1213","Euphorbia_heteradena","AM"
"1214","Euphorbia_serrata","AM"
"1215","Euphorbia_calyptrata","AM"
"1216","Euphorbia_connata","AM"
"1217","Euphorbia_tibetica","AM"
"1218","Euphorbia_altotibetica","AM"
"1219","Euphorbia_kozlovii","AM"
"1220","Euphorbia_caeladenia","AM"
"1221","Euphorbia_turkestanica","AM"
"1222","Euphorbia_grossheimii","AM"
"1223","Euphorbia_bungei","AM"
"1224","Euphorbia_schugnanica","AM"
"1225","Euphorbia_pallasii","AM"
"1226","Euphorbia_chamaebuxus","AM"
"1227","Euphorbia_longifolia","AM"
"1228","Euphorbia_villosa","AM"
"1229","Euphorbia_hylonoma","AM"
"1230","Euphorbia_lucorum","AM"
"1231","Euphorbia_nicaeensis_subsp._nicaeensis","AM"
"1232","Euphorbia_sclerocyathium","AM"
"1233","Euphorbia_peploides","AM"
"1234","Euphorbia_pinea","AM"
"1235","Euphorbia_lambii","AM"
"1236","Euphorbia_sclerophylla","AM"
"1237","Euphorbia_pseudoesula","AM"
"1238","Euphorbia_erythradenia","AM"
"1239","Euphorbia_decipiens","AM"
"1240","Euphorbia_barrelieri","AM"
"1241","Euphorbia_goetzei","AM"
"1242","Euphorbia_transvaalensis","AM"
"1243","Euphorbia_leistneri","AM"
"1244","Euphorbia_pirottae","AM"
"1245","Euphorbia_quaitensis","AM"
"1246","Euphorbia_agowensis","AM"
"1247","Euphorbia_scatorhiza","AM"
"1248","Euphorbia_bemarahaensis","AM"
"1249","Euphorbia_platyclada","AM"
"1250","Euphorbia_plagiantha","AM"
"1251","Euphorbia_salota","AM"
"1252","Euphorbia_subpeltatophylla","AM"
"1253","Euphorbia_denisii","AM"
"1254","Euphorbia_tannensis_subsp._eremophila","AM"
"1255","Euphorbia_tannensis","AM"
"1256","Euphorbia_planiticola","AM"
"1257","Euphorbia_cheirolepis","AM"
"1258","Euphorbia_petiolata","AM"
"1259","Euphorbia_espinosa","AM"
"1260","Euphorbia_guerichiana","AM"
"1261","Euphorbia_suffulta","AM"
"1262","Euphorbia_mundii","AM"
"1263","Euphorbia_lumbricaulis","AM"
"1264","Euphorbia_muricata","AM"
"1265","Euphorbia_aequoris","AM"
"1266","Euphorbia_juttae","AM"
"1267","Euphorbia_caterviflora","AM"
"1268","Euphorbia_rhombifolia","AM"
"1269","Euphorbia_brachiata","AM"
"1270","Euphorbia_arceuthobioides","AM"
"1271","Euphorbia_burmannii","AM"
"1272","Euphorbia_exilis","AM"
"1273","Euphorbia_stapelioides","AM"
"1274","Euphorbia_einensis","AM"
"1275","Euphorbia_herrei","AM"
"1276","Euphorbia_negromontana","AM"
"1277","Euphorbia_giessii","AM"
"1278","Euphorbia_verruculosa","AM"
"1279","Euphorbia_chersina","AM"
"1280","Euphorbia_ephedroides","AM"
"1281","Euphorbia_gueinzii","AM"
"1282","Euphorbia_lycioides","AM"
"1283","Euphorbia_sessilifolia","AM"
"1284","Euphorbia_crossadenia","AM"
"1285","Euphorbia_gymnoclada","AM"
"1286","Euphorbia_goyazensis","AM"
"1287","Euphorbia_sarcodes","AM"
"1288","Euphorbia_appariciana","AM"
"1289","Euphorbia_angusta","AM"
"1290","Euphorbia_acuta","AM"
"1291","Euphorbia_johnstonii","AM"
"1292","Euphorbia_astyla","AM"
"1293","Euphorbia_berteroana","AM"
"1294","Euphorbia_myrtillifolia","AM"
"1295","Euphorbia_pionosperma","AM"
"1296","Euphorbia_lasiocarpa","AM"
"1297","Euphorbia_apatzingana","AM"
"1298","Euphorbia_hyssopifolia","AM"
"1299","Euphorbia_nutans","AM"
"1300","Euphorbia_feddemae","AM"
"1301","Euphorbia_vermiculata","AM"
"1302","Euphorbia_hirtella","AM"
"1303","Euphorbia_anychioides","AM"
"1304","Euphorbia_camagueyensis","AM"
"1305","Euphorbia_hypericifolia","AM"
"1306","Euphorbia_mesembryanthemifolia","AM"
"1307","Euphorbia_coghlanii","AM"
"1308","Euphorbia_mertonii","AM"
"1309","Euphorbia_atoto","AM"
